id,name,description,cve,processed
CAPEC-417,Influence Perception,adversary use social engineering exploit target perception relationship adversary goal persuade target unknowingly perform action divulge information advantageous adversary,[],adversary use social engineering exploit target perception relationship adversary goal persuade target unknowingly perform action divulge information advantageous adversary
CAPEC-418,Influence Perception of Reciprocation,adversary use social engineering technique produce sense obligation target perform certain action concede sensitive key piece information obligation action feel need sort social legal moral requirement duty contract promise technique foster sense obligation reciprocate concede ordinary mode communication method compliment target follow compliment question perform correctly target volunteer key piece information involuntarily,[],adversary use social engineering technique produce sense obligation target perform certain action concede sensitive key piece information obligation action feel need sort social legal moral requirement duty contract promise technique foster sense obligation reciprocate concede ordinary mode communication method compliment target follow compliment question perform correctly target volunteer key piece information involuntarily
CAPEC-42,MIME Conversion,attacker exploit weakness mime conversion routine cause buffer overflow gain control mail server machine mime system design allow different information format interpret send e mail attack point exist datum convert mime compatible format,['CVE-1999-0047'],attacker exploit weakness mime conversion routine cause buffer overflow gain control mail server machine mime system design allow different information format interpret send e mail attack point exist datum convert mime compatible format
CAPEC-420,Influence Perception of Scarcity,adversary leverage perception scarcity persuade target perform action divulge information advantageous adversary convey perception scarcity situation limited supply adversary aim create sense urgency context target decision making process,[],adversary leverage perception scarcity persuade target perform action divulge information advantageous adversary convey perception scarcity situation limited supply adversary aim create sense urgency context target decision making process
CAPEC-421,Influence Perception of Authority,adversary use social engineering technique convey sense authority motivate target reveal specific information specific action technique produce sense authority ordinary mode communication common method impersonation impersonate position power organization adversary motivate target individual reveal piece sensitive information perform action benefit adversary,[],adversary use social engineering technique convey sense authority motivate target reveal specific information specific action technique produce sense authority ordinary mode communication common method impersonation impersonate position power organization adversary motivate target individual reveal piece sensitive information perform action benefit adversary
CAPEC-422,Influence Perception of Commitment and Consistency,adversary use social engineering convince target minor task oppose large action comply request individual likely agree subsequent request similar type require effort,[],adversary use social engineering convince target minor task oppose large action comply request individual likely agree subsequent request similar type require effort
CAPEC-423,Influence Perception of Liking,adversary influence target action build relationship target liking adversary people likely influence people fond adversary attempt ingratiate themself target action appearance combination thereof,[],adversary influence target action build relationship target liking adversary people likely influence people fond adversary attempt ingratiate themself target action appearance combination thereof
CAPEC-424,Influence Perception of Consensus or Social Proof,adversary influence target action leverage inherent human nature assume behavior appropriate situation uncertainty people tend behave way behave adversary convince target adopt behavior action advantageous adversary,[],adversary influence target action leverage inherent human nature assume behavior appropriate situation uncertainty people tend behave way behave adversary convince target adopt behavior action advantageous adversary
CAPEC-425,Target Influence via Framing,adversary use framing technique contextualize conversation target likely influence adversary point view framing information experience life alter way react decision type persuasive technique exploit way people condition perceive datum significance avoid negative avoidance response target specific technique framing methodology conversation slowly encourage target adopt adversary perspective technique framing avoid use word contextualize response manner positive perform skillfully target likely volunteer information perform action favorable adversary,[],adversary use framing technique contextualize conversation target likely influence adversary point view framing information experience life alter way react decision type persuasive technique exploit way people condition perceive datum significance avoid negative avoidance response target specific technique framing methodology conversation slowly encourage target adopt adversary perspective technique framing avoid use word contextualize response manner positive perform skillfully target likely volunteer information perform action favorable adversary
CAPEC-426,Influence via Incentives,adversary incite behavior target manipulate influence commonly associate financial social ideological incentivization example include monetary fraud peer pressure preying target moral ethic effective incentive target effective adversary gather information target vulnerability particular incentive,[],adversary incite behavior target manipulate influence commonly associate financial social ideological incentivization example include monetary fraud peer pressure preying target moral ethic effective incentive target effective adversary gather information target vulnerability particular incentive
CAPEC-427,Influence via Psychological Principles,adversary shape target action behavior focus way human interact learn leverage element cognitive social psychology variety way target influence behave perform action capitalize scholarship research learn human react specific scenario cue,[],adversary shape target action behavior focus way human interact learn leverage element cognitive social psychology variety way target influence behave perform action capitalize scholarship research learn human react specific scenario cue
CAPEC-428,Influence via Modes of Thinking,adversary tailor communication language thought pattern target weaken barrier reluctance communication method way build rapport target match speech pattern primary way dominant sense abstraction technique target receptive share information adversary adapt communication form match target skillfully employ target likely unaware manipulate,[],adversary tailor communication language thought pattern target weaken barrier reluctance communication method way build rapport target match speech pattern primary way dominant sense abstraction technique target receptive share information adversary adapt communication form match target skillfully employ target likely unaware manipulate
CAPEC-429,Target Influence via Eye Cues,adversary gain information non verbal mean target eye movement,[],adversary gain information non verbal mean target eye movement
CAPEC-43,Exploiting Multiple Input Interpretation Layers,attacker supply target software input datum contain sequence special character design bypass input validation logic exploit rely target make multiple pass input datum process layer special character pass manner attacker disguise input reject invalid conceal layer special escape character strip subsequent processing step goal discover case input validation layer execute parsing layer user input following logic application input validator case attacker need provide input pass input validator pass convert input validator suppose stop,[],attacker supply target software input datum contain sequence special character design bypass input validation logic exploit rely target make multiple pass input datum process layer special character pass manner attacker disguise input reject invalid conceal layer special escape character strip subsequent processing step goal discover case input validation layer execute parsing layer user input following logic application input validator case attacker need provide input pass input validator pass convert input validator suppose stop
CAPEC-433,Target Influence via The Human Buffer Overflow,attacker utilize technique insinuate command subconscious mind target communication pattern human buffer overflow methodology rely stimulate mind target embed message communication mind listener assemble subconscious level human buffer overflow method similar subconscious programming extent message embed message,[],attacker utilize technique insinuate command subconscious mind target communication pattern human buffer overflow methodology rely stimulate mind target embed message communication mind listener assemble subconscious level human buffer overflow method similar subconscious programming extent message embed message
CAPEC-438,Modification During Manufacture,attacker modify technology product component stage manufacture purpose carry attack entity involve supply chain lifecycle limitless number way attacker modify technology involve manufacture attacker potential inroad software composition hardware design assembly firmware basic design mechanic additionally manufacturing key component outsource final product assemble primary manufacturer great risk deliberate manipulation design specification produce malicious hardware device billion transistor single integrated circuit study show few transistor require create malicious functionality,[],attacker modify technology product component stage manufacture purpose carry attack entity involve supply chain lifecycle limitless number way attacker modify technology involve manufacture attacker potential inroad software composition hardware design assembly firmware basic design mechanic additionally manufacturing key component outsource final product assemble primary manufacturer great risk deliberate manipulation design specification produce malicious hardware device billion transistor single integrated circuit study show few transistor require create malicious functionality
CAPEC-439,Manipulation During Distribution,attacker undermine integrity product software technology stage distribution channel core threat modification manipulation distribution arise stage distribution product traverse multiple supplier integrator final asset deliver component service provide manufacturer supplier tamper integration packaging,[],attacker undermine integrity product software technology stage distribution channel core threat modification manipulation distribution arise stage distribution product traverse multiple supplier integrator final asset deliver component service provide manufacturer supplier tamper integration packaging
CAPEC-44,Overflow Binary Resource File,attack type exploit buffer overflow vulnerability handling binary resource binary resource include music file like image file like jpeg file binary file attack pass unnoticed client machine normal usage file browser load seemingly innocent jpeg file allow adversary access execution stack execute arbitrary code target process,[],attack type exploit buffer overflow vulnerability handling binary resource binary resource include music file like image file like jpeg file binary file attack pass unnoticed client machine normal usage file browser load seemingly innocent jpeg file allow adversary access execution stack execute arbitrary code target process
CAPEC-440,Hardware Integrity Attack,adversary exploit weakness system maintenance process cause change technology product component sub component new instal deploy use victim location purpose carry attack,[],adversary exploit weakness system maintenance process cause change technology product component sub component new instal deploy use victim location purpose carry attack
CAPEC-441,Malicious Logic Insertion,adversary install add malicious logic know malware seemingly benign component field system logic hide user system work scene achieve negative impact proliferation mass digital storage inexpensive multimedia device bluetooth support new attack vector spread malware emerge thing think innocuous greeting card picture frame digital projector pattern attack focus system field operation oppose system component development supply chain,[],adversary install add malicious logic know malware seemingly benign component field system logic hide user system work scene achieve negative impact proliferation mass digital storage inexpensive multimedia device bluetooth support new attack vector spread malware emerge thing think innocuous greeting card picture frame digital projector pattern attack focus system field operation oppose system component development supply chain
CAPEC-442,Infected Software,adversary add malicious logic form computer virus benign software logic hide user software work scene achieve negative impact time malicious logic insert space legitimate code call software execute pattern attack focus software field operation oppose software development supply chain,[],adversary add malicious logic form computer virus benign software logic hide user software work scene achieve negative impact time malicious logic insert space legitimate code call software execute pattern attack focus software field operation oppose software development supply chain
CAPEC-443,Malicious Logic Inserted Into Product Software by Authorized Developer,adversary use privileged position authorized software development organization inject malicious logic codebase product supply chain attack approve trust developer extremely difficult detect generally assume quality control internal security measure organization conform good practice case malicious logic intentional embed disgruntled employee programmer individual hidden agenda case integrity product compromise accident lapse internal security organization result product contaminated case developer embed backdoor product serve purpose product support discovery backdoor result malicious use adversary,[],adversary use privileged position authorized software development organization inject malicious logic codebase product supply chain attack approve trust developer extremely difficult detect generally assume quality control internal security measure organization conform good practice case malicious logic intentional embed disgruntled employee programmer individual hidden agenda case integrity product compromise accident lapse internal security organization result product contaminated case developer embed backdoor product serve purpose product support discovery backdoor result malicious use adversary
CAPEC-444,Development Alteration,adversary modify technology product component development acheive negative impact system deploy goal adversary modify system way negative impact leverage system later deploy development alteration attack include attack insert malicious logic system software modify replace hardware component attack negatively impact system development attack generally require insider access modify source code tamper hardware component product deliver user negative impact leverage later time,[],adversary modify technology product component development acheive negative impact system deploy goal adversary modify system way negative impact leverage system later deploy development alteration attack include attack insert malicious logic system software modify replace hardware component attack negatively impact system development attack generally require insider access modify source code tamper hardware component product deliver user negative impact leverage later time
CAPEC-445,Malicious Logic Insertion into Product Software via Configuration Management Manipulation,adversary exploit configuration management system malicious logic insert software product build update deploy environment adversary control element include product configuration management build potentially replace modify insert code file contain malicious logic adversary control element product ongoing operational configuration management baseline potentially force client receive update system install insecure software receive update server,[],adversary exploit configuration management system malicious logic insert software product build update deploy environment adversary control element include product configuration management build potentially replace modify insert code file contain malicious logic adversary control element product ongoing operational configuration management baseline potentially force client receive update system install insecure software receive update server
CAPEC-446,Malicious Logic Insertion into Product Software via Inclusion of 3rd Party Component Dependency,adversary conduct supply chain attack inclusion insecure party component technology product code base possibly package malicious driver component product ship consumer acquirer result window opportunity exploit product software insecure component discover supply chain threat result installation software introduce widespread security vulnerability organization example inclusion exploitable dll dynamic link library include antivirus technology software depend large number interdependent library component present security hole introduce merely instal cots software come pre package component require operate,[],adversary conduct supply chain attack inclusion insecure party component technology product code base possibly package malicious driver component product ship consumer acquirer result window opportunity exploit product software insecure component discover supply chain threat result installation software introduce widespread security vulnerability organization example inclusion exploitable dll dynamic link library include antivirus technology software depend large number interdependent library component present security hole introduce merely instal cots software come pre package component require operate
CAPEC-447,Design Alteration,adversary modify design technology product component acheive negative impact system deploy type attack goal adversary modify design system prior development start way negative impact leverage system later deploy design alteration attack differ development alteration attack design alteration attack place prior development develop adverary design alteration attack include modify system design degrade system performance cause unexpected state error general design change lead additional vulnerability attack generally require insider access modify design document spoof web communication product develop deliver user negative impact leverage later time,[],adversary modify design technology product component acheive negative impact system deploy type attack goal adversary modify design system prior development start way negative impact leverage system later deploy design alteration attack differ development alteration attack design alteration attack place prior development develop adverary design alteration attack include modify system design degrade system performance cause unexpected state error general design change lead additional vulnerability attack generally require insider access modify design document spoof web communication product develop deliver user negative impact leverage later time
CAPEC-448,Embed Virus into DLL,adversary tamper dll embed computer virus gap legitimate machine instruction gap result compiler optimization pad memory block performance gain embedded virus attempt infect machine interface product possibly steal private datum eavesdrop,[],adversary tamper dll embed computer virus gap legitimate machine instruction gap result compiler optimization pad memory block performance gain embedded virus attempt infect machine interface product possibly steal private datum eavesdrop
CAPEC-45,Buffer Overflow via Symbolic Links,type attack leverage use symbolic link cause buffer overflow adversary try create manipulate symbolic link file content result bound datum target software process symbolic link file potentially overflow internal buffer insufficient bound checking,[],type attack leverage use symbolic link cause buffer overflow adversary try create manipulate symbolic link file content result bound datum target software process symbolic link file potentially overflow internal buffer insufficient bound checking
CAPEC-452,Infected Hardware,adversary insert malicious logic hardware typically form computer virus rootkit logic hide user hardware work scene achieve negative impact pattern attack focus hardware field operation oppose hardware development supply chain,[],adversary insert malicious logic hardware typically form computer virus rootkit logic hide user hardware work scene achieve negative impact pattern attack focus hardware field operation oppose hardware development supply chain
CAPEC-456,Infected Memory,adversary insert malicious logic memory enable achieve negative impact logic hide user system work scene achieve negative impact pattern attack focus system field operation oppose system development supply chain,[],adversary insert malicious logic memory enable achieve negative impact logic hide user system work scene achieve negative impact pattern attack focus system field operation oppose system development supply chain
CAPEC-457,USB Memory Attacks,adversary load malicious code usb memory stick order infect system device plug usb drive present significant security risk business government agency give ability integrate wireless functionality usb stick possible design malware steal confidential datum sniff network monitor keystroke exfiltrate steal datum site wireless connection virus transmit usb interface specific use memory stick attack usb device sophistication expert conclude work single individual suggest state sponsorship attack perform adversary direct access target system execute mean usb drop attacks,[],adversary load malicious code usb memory stick order infect system device plug usb drive present significant security risk business government agency give ability integrate wireless functionality usb stick possible design malware steal confidential datum sniff network monitor keystroke exfiltrate steal datum site wireless connection virus transmit usb interface specific use memory stick attack usb device sophistication expert conclude work single individual suggest state sponsorship attack perform adversary direct access target system execute mean usb drop attacks
CAPEC-458,Flash Memory Attacks,adversary insert malicious logic product technology flash board memory code base contain malicious logic attack exist integrity flash memory direct rootkit code bios chipset device,[],adversary insert malicious logic product technology flash board memory code base contain malicious logic attack exist integrity flash memory direct rootkit code bios chipset device
CAPEC-459,Creating a Rogue Certification Authority Certificate,adversary exploit weakness result hashing algorithm weak collision resistance generate certificate signing request csr contain collision block sign part adversary submit csr sign trust certificate authority use sign blob second certificate appear sign said certificate authority hash collision certificate different hash value sign blob work second certificate net effect adversary second certificate certification authority see sign validate certification authority,"['CVE-2004-2761', 'CVE-2005-4900']",adversary exploit weakness result hashing algorithm weak collision resistance generate certificate signing request csr contain collision block sign part adversary submit csr sign trust certificate authority use sign blob second certificate appear sign said certificate authority hash collision certificate different hash value sign blob work second certificate net effect adversary second certificate certification authority see sign validate certification authority
CAPEC-46,Overflow Variables and Tags,type attack leverage use tag variable format configuration datum cause buffer overflow adversary craft malicious html page configuration file include oversized string cause overflow,"['CVE-1999-0946', 'CVE-1999-0971']",type attack leverage use tag variable format configuration datum cause buffer overflow adversary craft malicious html page configuration file include oversized string cause overflow
CAPEC-460,HTTP Parameter Pollution (HPP),adversary add duplicate http post parameter inject query string delimiter hpp possible override exist hardcode http parameter modify application behavior access potentially exploit uncontrollable variable bypass input validation checkpoint waf rule,[],adversary add duplicate http post parameter inject query string delimiter hpp possible override exist hardcode http parameter modify application behavior access potentially exploit uncontrollable variable bypass input validation checkpoint waf rule
CAPEC-461,Web Services API Signature Forgery Leveraging Hash Function Extension Weakness,web service require callee authenticate issue token secret caller caller use sign web service call scheme caller construct request concatenate parameter pass web service provide authentication token generate hash concatenate string etc hash form signature pass web service server verify origin authenticity integrity message practical attack authentication scheme nature make use hash function extension padding weakness leverage weakness attacker know secret token able modify parameter pass web service generate generate legitimate signature hash describe note iterative design hash function possible hash message length compute hash long message start initial message include padding require initial message reach multiple bit important note attack limit work hash function,[],web service require callee authenticate issue token secret caller caller use sign web service call scheme caller construct request concatenate parameter pass web service provide authentication token generate hash concatenate string etc hash form signature pass web service server verify origin authenticity integrity message practical attack authentication scheme nature make use hash function extension padding weakness leverage weakness attacker know secret token able modify parameter pass web service generate generate legitimate signature hash describe note iterative design hash function possible hash message length compute hash long message start initial message include padding require initial message reach multiple bit important note attack limit work hash function
CAPEC-462,Cross-Domain Search Timing,attacker initiate cross domain http request time server response timing response leak important information happen server browser origin policy prevent attacker directly read server response absence weakness prevent attacker time response request attacker issue cross domain,[],attacker initiate cross domain http request time server response timing response leak important information happen server browser origin policy prevent attacker directly read server response absence weakness prevent attacker time response request attacker issue cross domain
CAPEC-463,Padding Oracle Crypto Attack,adversary able efficiently decrypt datum know decryption key target system leak datum padding error happen decrypt ciphertext target system leak type information padding oracle adversary able use oracle efficiently decrypt datum know decryption key issue average call padding oracle b number byte ciphertext block addition perform decryption adversary able produce valid ciphertext perform encryption padding oracle know encryption key,[],adversary able efficiently decrypt datum know decryption key target system leak datum padding error happen decrypt ciphertext target system leak type information padding oracle adversary able use oracle efficiently decrypt datum know decryption key issue average call padding oracle b number byte ciphertext block addition perform decryption adversary able produce valid ciphertext perform encryption padding oracle know encryption key
CAPEC-464,Evercookie,attacker create persistent cookie stay present user think remove cookie store victim machine place victim clear cookie cache traditional mean inside browser operation remove cookie certain place malicious code replicate cookie place delete possible storage location victim cookie original storage location word failure delete cookie location result cookie resurrection evercookie persist different browser certain store local shared objects share different browser,[],attacker create persistent cookie stay present user think remove cookie store victim machine place victim clear cookie cache traditional mean inside browser operation remove cookie certain place malicious code replicate cookie place delete possible storage location victim cookie original storage location word failure delete cookie location result cookie resurrection evercookie persist different browser certain store local shared objects share different browser
CAPEC-465,Transparent Proxy Abuse,transparent proxy serve intermediate client internet large intercept request originate client forward correct location proxy intercept response client forward client manner transparent client,[],transparent proxy serve intermediate client internet large intercept request originate client forward correct location proxy intercept response client forward client manner transparent client
CAPEC-466,Leveraging Active Adversary in the Middle Attacks to Bypass Same Origin Policy,attacker leverage adversary middle attack order bypass origin policy protection victim browser active adversary middle attack launch instance victim connect public wifi hot spot attacker able intercept request response victim browser non sensitive website use tls,[],attacker leverage adversary middle attack order bypass origin policy protection victim browser active adversary middle attack launch instance victim connect public wifi hot spot attacker able intercept request response victim browser non sensitive website use tls
CAPEC-467,Cross Site Identification,attacker harvest identifying information victim active session victim browser social networking site victim social networking site open tab simply remember feature session social networking site active attacker induce payload execute victim browser transparently victim initiate request social networking site available social network site api retrieve identify information victim information public attacker able harvest information context use attack user spear phishing,[],attacker harvest identifying information victim active session victim browser social networking site victim social networking site open tab simply remember feature session social networking site active attacker induce payload execute victim browser transparently victim initiate request social networking site available social network site api retrieve identify information victim information public attacker able harvest information context use attack user spear phishing
CAPEC-468,Generic Cross-Browser Cross-Domain Theft,attacker make use cascading style sheets css injection steal datum cross domain victim browser attack work abuse standard relate loading css send cookie load css include cross domain parse return css ignore datum sense valid css descriptor find css parser,[],attacker make use cascading style sheets css injection steal datum cross domain victim browser attack work abuse standard relate loading css send cookie load css include cross domain parse return css ignore datum sense valid css descriptor find css parser
CAPEC-469,HTTP DoS,attacker perform flooding http level bring particular web application listen tcp ip connection denial service attack require substantially few packet send make dos hard detect equivalent syn flood http idea http session alive indefinitely repeat hundred time attack target resource depletion weakness web server software web server wait attacker response initiate http session connection thread exhaust,[],attacker perform flooding http level bring particular web application listen tcp ip connection denial service attack require substantially few packet send make dos hard detect equivalent syn flood http idea http session alive indefinitely repeat hundred time attack target resource depletion weakness web server software web server wait attacker response initiate http session connection thread exhaust
CAPEC-47,Buffer Overflow via Parameter Expansion,attack target software give input adversary know modify expand size processing attack rely target software fail anticipate expand datum exceed internal limit create buffer overflow,"['CVE-2001-0249', 'CVE-2006-6652']",attack target software give input adversary know modify expand size processing attack rely target software fail anticipate expand datum exceed internal limit create buffer overflow
CAPEC-470,Expanding Control over the Operating System from the Database,attacker able leverage access gain database read write datum file system compromise operate system create tunnel access host machine use access potentially attack machine network database machine traditionally sql injection attack view way gain unauthorized read access datum store database modify datum database delete datum etc data base management system dbms system include facility compromise allow attacker complete access file system operating system access host run database attacker use privileged access launch subsequent attack facility include drop command shell create user define function system level library present host machine store procedure etc,[],attacker able leverage access gain database read write datum file system compromise operate system create tunnel access host machine use access potentially attack machine network database machine traditionally sql injection attack view way gain unauthorized read access datum store database modify datum database delete datum etc data base management system dbms system include facility compromise allow attacker complete access file system operating system access host run database attacker use privileged access launch subsequent attack facility include drop command shell create user define function system level library present host machine store procedure etc
CAPEC-471,Search Order Hijacking,adversary exploit weakness application specification external library exploit functionality loader process load library search directory process binary reside directory exploitation preferential search order allow attacker load process load adversary rogue library legitimate library attack leverage different library different loading process forensic trail leave system registry file system incorrect library load,[],adversary exploit weakness application specification external library exploit functionality loader process load library search directory process binary reside directory exploitation preferential search order allow attacker load process load adversary rogue library legitimate library attack leverage different library different loading process forensic trail leave system registry file system incorrect library load
CAPEC-472,Browser Fingerprinting,attacker carefully craft small snippet java script efficiently detect type browser potential victim web base attack need prior knowledge web browser include version browser ensure successful exploitation vulnerability have knowledge allow attacker target victim attack specifically exploit known zero day weakness type version browser victim automate process java script delivery system exploit browser consider efficient attacker supply browser fingerprinting method integrate exploit code contain java script response web page request browser,[],attacker carefully craft small snippet java script efficiently detect type browser potential victim web base attack need prior knowledge web browser include version browser ensure successful exploitation vulnerability have knowledge allow attacker target victim attack specifically exploit known zero day weakness type version browser victim automate process java script delivery system exploit browser consider efficient attacker supply browser fingerprinting method integrate exploit code contain java script response web page request browser
CAPEC-473,Signature Spoof,attacker generate message datablock cause recipient believe message datablock generate cryptographically sign authoritative reputable source mislead victim victim operate system perform malicious action,[],attacker generate message datablock cause recipient believe message datablock generate cryptographically sign authoritative reputable source mislead victim victim operate system perform malicious action
CAPEC-474,Signature Spoofing by Key Theft,attacker obtain authoritative reputable signer private signature key theft use key forge signature original signer mislead victim perform action benefit attacker,[],attacker obtain authoritative reputable signer private signature key theft use key forge signature original signer mislead victim perform action benefit attacker
CAPEC-475,Signature Spoofing by Improper Validation,adversary exploit cryptographic weakness signature verification algorithm implementation generate valid signature know key,['CVE-2020-0601'],adversary exploit cryptographic weakness signature verification algorithm implementation generate valid signature know key
CAPEC-476,Signature Spoofing by Misrepresentation,attacker exploit weakness parsing display code recipient software generate data blob contain supposedly valid signature signer identity falsely represent lead attacker manipulate recipient software victim user perform compromising action,[],attacker exploit weakness parsing display code recipient software generate data blob contain supposedly valid signature signer identity falsely represent lead attacker manipulate recipient software victim user perform compromising action
CAPEC-477,Signature Spoofing by Mixing Signed and Unsigned Content,attacker exploit underlie complexity data structure allow sign unsigned content cause unsigned datum process sign datum,[],attacker exploit underlie complexity data structure allow sign unsigned content cause unsigned datum process sign datum
CAPEC-478,Modification of Windows Service Configuration,adversary exploit weakness access control modify execution parameter windows service goal attack execute malicious binary place exist service,[],adversary exploit weakness access control modify execution parameter windows service goal attack execute malicious binary place exist service
CAPEC-479,Malicious Root Certificate,adversary exploit weakness authorization install new root certificate compromised system certificate commonly establish secure tls ssl communication web browser user attempt browse website present certificate trust error message display warn user security risk depend security setting browser allow user establish connection website adversary technique avoid security warning prompt user compromised system connect https adversary control web server spoof legitimate website order collect login credential,[],adversary exploit weakness authorization install new root certificate compromised system certificate commonly establish secure tls ssl communication web browser user attempt browse website present certificate trust error message display warn user security risk depend security setting browser allow user establish connection website adversary technique avoid security warning prompt user compromised system connect https adversary control web server spoof legitimate website order collect login credential
CAPEC-48,Passing Local Filenames to Functions That Expect a URL,attack rely client code access local file resource instead url client browser expect url string instead receive request local file execution likely occur browser process space browser authority local file attacker send result request local file site control attack steal sensitive authentication datum local remote gain system profile information launch attack,[],attack rely client code access local file resource instead url client browser expect url string instead receive request local file execution likely occur browser process space browser authority local file attacker send result request local file site control attack steal sensitive authentication datum local remote gain system profile information launch attack
CAPEC-480,Escaping Virtualization,adversary gain access application service device privilege authorized privileged user escape confine virtualized environment adversary able access resource execute unauthorized code host environment generally privilege user run virtualize process successfully execute attack type step execute complex attack,[],adversary gain access application service device privilege authorized privileged user escape confine virtualized environment adversary able access resource execute unauthorized code host environment generally privilege user run virtualize process successfully execute attack type step execute complex attack
CAPEC-481,Contradictory Destinations in Traffic Routing Schemes,adversary provide contradictory destination send message traffic route network domain name header available different level osi model content delivery network cdn multiple domain available contradictory domain name provide possible route traffic inappropriate destination technique call domain fronting involve different domain name sni field tls header host field http header alternative technique call domainless fronting similar sni field leave blank,[],adversary provide contradictory destination send message traffic route network domain name header available different level osi model content delivery network cdn multiple domain available contradictory domain name provide possible route traffic inappropriate destination technique call domain fronting involve different domain name sni field tls header host field http header alternative technique call domainless fronting similar sni field leave blank
CAPEC-482,TCP Flood,adversary execute flooding attack tcp protocol intent deny legitimate user access service attack exploit weakness tcp protocol state information connection server need maintain,[],adversary execute flooding attack tcp protocol intent deny legitimate user access service attack exploit weakness tcp protocol state information connection server need maintain
CAPEC-485,Signature Spoofing by Key Recreation,attacker obtain authoritative reputable signer private signature key exploit cryptographic weakness signature algorithm pseudorandom number generation use key forge signature original signer mislead victim perform action benefit attacker,[],attacker obtain authoritative reputable signer private signature key exploit cryptographic weakness signature algorithm pseudorandom number generation use key forge signature original signer mislead victim perform action benefit attacker
CAPEC-486,UDP Flood,adversary execute flooding attack udp protocol intent deny legitimate user access service consume available network bandwidth additionally firewall open port udp connection destine service open udp port mean firewall essence save connection state high packet nature udp flood overwhelm resource allocate firewall udp attack target service like dns voip utilize protocol additionally session nature udp protocol source packet easily spoof make difficult find source attack,[],adversary execute flooding attack udp protocol intent deny legitimate user access service consume available network bandwidth additionally firewall open port udp connection destine service open udp port mean firewall essence save connection state high packet nature udp flood overwhelm resource allocate firewall udp attack target service like dns voip utilize protocol additionally session nature udp protocol source packet easily spoof make difficult find source attack
CAPEC-487,ICMP Flood,adversary execute flooding attack icmp protocol intent deny legitimate user access service consume available network bandwidth typical attack involve victim server receive icmp packet high rate wide range source address additionally session nature icmp protocol source packet easily spoof make difficult find source attack,[],adversary execute flooding attack icmp protocol intent deny legitimate user access service consume available network bandwidth typical attack involve victim server receive icmp packet high rate wide range source address additionally session nature icmp protocol source packet easily spoof make difficult find source attack
